User Review,Star Rating,Date

die Integration funktioniert nicht bzw.hat ein Eigenleben wlches der Support nicht lösen kann,1 of 5,Sep 9 2021

I love the fact that i can track emails and know if they've been opened but.... the integration of HubSpot into Outlook sucks and Outlook crashes if not every day certainly every second day because of that integration.,3 of 5,Sep 9 2021

Works very well compared to our previous CRM Microsoft Dynamics. I think there are a few functionalities (as stated above) that could be improved but love the ability to track emails and to create deals and tasks directly from the email.,4 of 5,Sep 9 2021

Outlook is fine but the integration with HubSpot doesn't seem to work. Outlook on my phone just adds a layer of conflict with my BB Hub email overlay on Android - it doesn't integrate there either. My phone now is the only place that I can see all of my calendars and contacts in one place for example. So thumbs way down.,2 of 5,Sep 7 2021

Ha sido muy práctico permite un seguimiento puntual de los visitantes clientes e interesados en nuestros servicios.,5 of 5,Sep 7 2021

muy funcional ya que me notifica cuando el prospecto abre el correo y también marca cuantas veces lo abrió.,5 of 5,Sep 7 2021

Simple...just remember to use it on all communications. If you don't it might not sync up.,4 of 5,Sep 4 2021

When emailing someone for the first time if you toggle on the track and log it automatically sets the person as a Subscriber. The inability to change this is crippling. Salespeople can be reaching out to LEADS for the first time not people that've necessarily opted into marketing material. The fact that the Became a Subscriber Date is uneditable means uneditable wrong data that as far as I can think of right now means clean up for the gatekeeper of our data by way of deleting these contacts and reuploading them or having to ditch the extension,2 of 5,Sep 3 2021

Outlook funktioniert gut aber die Verbindung mit HubSpot nicht wirklich. Die Benutzerfreundlichkeit lässt sehr zu wünschen übrig.,1 of 5,Sep 3 2021

Outlook is the corporate communications platform and we must ensure all platforms we use can be integrated with Outlook in some way.,4 of 5,Sep 3 2021

it can be very beneficial unfortunately it just doesn't always go through.,2 of 5,Sep 3 2021

This app was very simple to install and set-up. We have been using it for several months and it is working great.,5 of 5,Sep 2 2021

L'intégration ne fonctionne pas dans Environnement Mac Os et l'on retrouve pas la snippet dans Outlook,2 of 5,Sep 2 2021

The integration works really well for us. We've had no problems at all and found that the support has been really good each time we've had a question (however silly the question actually is!). Being able to use the integration within the HubSpot CRM means we just log into one place to do everything communications wise with customers (other than phone calls but we'll be integrating that soon too!) and that saves time!,5 of 5,Sep 2 2021

The HubSpot integration allows me to see when my receivers open my emails which helps me follow up effectively.,5 of 5,Sep 1 2021

Lo dicho una funcionalidad mediocre e incómoda. No quiero trabajar con Outlook ya que el CRM tiene la gestión de correos SOLO querría el CRM y olvidarme de Outlook. Pero no puedo hacerlo porque los nuevos correos de contactos existentes no me llegan. Una decepción.,2 of 5,Sep 1 2021

outlook works well for our business as all on Microsoft but the HubSpot integration for outlook must be selected every time you send an email I was previously on google and you just signed in and it took care of the rest.,2 of 5,Sep 1 2021

Perfect there hasn't been any issues with using outlook.,5 of 5,Aug 31 2021

Outlook is having problems with HubSpot integration. Mainly with missing letters cursor moving to new places on the screen etc,3 of 5,Aug 31 2021

Experiência fantástica de uso. Rastreamento de email link para reuniões modelos e snippets disponíveis dentro do outlook,5 of 5,Aug 30 2021

Love being able to integrate the 2 programs - but the add on has made my outlook act very funky  slow and unusable at times ... when switching from calendar to email views- the screen will lag and not be completely viewabl e,1 of 5,Aug 30 2021

The purpose of the integration for my company was to enable working with HubSpot (adding contacts responding and tracking email etc.) directly from outlook. The add-in is very comfortable to use but my desktop Outlook keeps shutting it down as it constantly crashes it.. Also - it's very annoying that you have to log in every time and it doesn't remember you.,2 of 5,Aug 29 2021

The Outlook integration is great when it works correctly. often I have to "pop-out" my email to make the HubSpot functions available otherwise they're grayed out. Also can lock up Outlook for several minutes at a time.,3 of 5,Aug 27 2021

Leider vergisst das Add-On immer die Zugangsdaten. Das Add-On ist damit einfach nicht sinnvoll nutzbar. In der Hilfe sind dazu keine sinnvollen Informationen zu finden. Die Internet-Optionen in der Art und Weise zu öffnen ist leider keine Option.,1 of 5,Aug 27 2021

HubSpot keeps freezing and crashing in Outlook causing me to have to disable it or not keep it running meaning I have to try and remember to log emails as and when necessary.,1 of 5,Aug 27 2021

We have swapped to G Suite and now all working well. We were using Office 365 that we had purchased through GoDaddy - this prevented the integration from working properly.,2 of 5,Aug 27 2021

Unable to use it the way I would like to use the add on. Would like to see a window into HubSpot about that contact and not just use it for logging considering I can't manage my communications in HubSpot.,1 of 5,Aug 27 2021

Funciona bien pero si seria bueno que pudieran tener también la forma de creación de tickets desde el complemento.,2 of 5,Aug 26 2021

Good nothing yet I am very happy with the HubSpot Tie In XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,5 of 5,Aug 26 2021

mmm... es pasable....................................................................................................,2 of 5,Aug 26 2021

Makes business a pleasure all while allowing me to work on other platforms at the same time. keeping everything organized is a must.,5 of 5,Aug 24 2021

My original HubSpot account via Gmail has been connected to my Outlook account. I would like to separate both as they are 2 separate businesses. HubSpot would not allow hence my Outlook integration feels almost inactive compared to my experience with my Gmail integration.,3 of 5,Aug 24 2021

Very easy to navigate. Simple to train new staff and keep updated. If looking for a CRM this is a great option,4 of 5,Aug 23 2021

I feel that it is a good program that allows a smoother work flow and allows greater efficiency.,4 of 5,Aug 23 2021

outlook is fine - its the HS integration that is an issue. will not let me save,1 of 5,Aug 23 2021

Very valuable for many tasks. No other solution offers the same stability and functions.,2 of 5,Aug 23 2021

Outlook works well on its own HubSpot has trouble with a stable integration,1 of 5,Aug 22 2021

Outlooks works fine on my Mac and is my preferred desk top solution for email and calendar management.,1 of 5,Aug 21 2021

It works well to add and track emails we receive and send out to customers. I would ideally like to see the adding of the BCC address more automated like it happens with the Gmail add-in. Right now you have to remember to click on the add-in to have the email tracked and recorded.,4 of 5,Aug 19 2021

Outlook is croitical so is a CRM that optimizes my speed. HubSpot's integration with outlook is great.,5 of 5,Aug 18 2021

It is taking me 5X as long to send any email. I get a spinning wheel each time,1 of 5,Aug 18 2021

The combination of the 2 technologies is invaluable. It is much appreciated.,5 of 5,Aug 18 2021

This works fine when you can log into it. Other than that it is okay to use.,4 of 5,Aug 17 2021

Well I used get notifications from HubSpot whenever someone opened the email I sent (tracking emails) but then it just stopped. These notifications are important for me to followup on people interested in what we are providing. Do you guys know how to turn it back on?,3 of 5,Aug 17 2021

I feel this is a breach of privacy integrity and confidentiality for both myself and my clients and is not in accordance with the laws of my jurisdiction,1 of 5,Aug 16 2021

Easy installation of plugin works fast. In my work it is most important to get known unfinished pending issues like Sales Order number in system and tracking number for shipment. These two things are the things I needed to dig up from notes and paper notes. While you're out of office it also cuts off 'response time' when I can check these things very quickly. So far the plugin is not showing all needed information but helps a lot to jump into customer record. I would recommend to use HubSpot plugin with Outlook.,3 of 5,Aug 13 2021

Outlook sucks! I have been using HubSpot in conjunction with GSuite - and it has been a dream. With O365 now I have no sense of how the integration is working.,2 of 5,Aug 12 2021

ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,1 of 5,Aug 11 2021

I am really happy with the ease at which it is working. Very impressed so far I'm just 1 month in.,4 of 5,Aug 11 2021

Overall review may not differ much from my above remarks. It's not easier than I thought aleast compared to the Gsuite extension. May be should explore other CRMs I dont know.,1 of 5,Aug 11 2021

Outlook is working great but setting up the integration with HubSpot was a bit challenging for me.,3 of 5,Aug 11 2021

The questions in this survey only names Outlook is it about the integration with HubSpot? Overall Hubpost is dramatic with Outlook. User unfriendly sticked in the application and sharing all in HubSpot.,1 of 5,Aug 10 2021

Outlook is crucial for my correspondence with important leads. However with this HubSpot integration I noticed that my keyboard cursors are not smooth and the email page is also jumpy.,2 of 5,Aug 10 2021

Overall it works well. With one big exception. The calendar! HubSpot does not create property/value for the meeting date and time when the meeting is set using the outlook integration. This causes lots of issues for us that we have to put in manual work arounds to address.,3 of 5,Aug 9 2021

Outlook has everything I need from a mail client. I'm not interested in switching mail client.,3 of 5,Aug 9 2021

They work well individually not together a lot of messing about I want simplicity,3 of 5,Aug 6 2021

It's frustrating to use at times when the addon triggers a cursor jump to the end of the email since it's inserting the tracking pixel. This often means that I start typing at the end of the email.,3 of 5,Aug 5 2021

I have multiple businesses and inboxes. HubSpot integration is all or nothing. I have no ability to only integrate certain inboxes,2 of 5,Aug 5 2021

Los correos no quedan alojados en la empresa correctamente tengo dificultad por lo tanto para hacer seguimiento,1 of 5,Aug 4 2021

Outook por si solo funciona bien rapido y efectivo. Tras realizar integracion con HB se enlentece y se queda constantemente pegado en cada correo que envio ademas que cada cierto tiempo se desconfigura (se desinstala la integracion) momento que nuevamente el correo funciona bien hasta que nuevamente realizo integracion.,2 of 5,Aug 4 2021

works well. the email tracking seems to have quit working. I've toggled the feature off and on but it is no longer tracking in my HubSpot.,4 of 5,Aug 4 2021

ich muss jeden Tag das Add on neu installieren und mich neu anmelden. Das ist unnötig.,1 of 5,Aug 4 2021

For me it has worked well. At times the plugin will disrupt my flow with a slight window error or notification. The difficult part for me was onboarding the sales team to use this plugin.,3 of 5,Aug 3 2021

Outlook funciona bien nos ha ayudado a mantener un registro de las interacciones con los clientes.,2 of 5,Aug 3 2021

HubSpot is great however integration with outlook is not on point yet. Due to two-factor authentication complete and automatic linking of in and outgoing e-mails is not entirely correct.,2 of 5,Aug 3 2021

Impact majeur pour assurer le succès de mes entreprises. Cet outil jumeler à HubSpot me permet de mieux performer quotidiennement.,5 of 5,Aug 2 2021

Outlook is good. The integration of a calendar into the same app as my email is very helpful and the daily reminders helps keep me on track. That said the integration with HubSpot is not good. The fact that I have to remember to add a bcc address on every email makes it inconsistent to keep track of my emails. On top of that Even when I have the integrated plugin for recording every communication automatically turned on it doesn’t work. So my review is less of HubSpot or Outlook and more of the integration between the two.,1 of 5,Aug 2 2021

Ich bin mit dem jetzigen Stand von Outlook mit der Integration in HubSpot wirklich zufrieden. Es erleichtert und automatisiert viele Prozesse sehr stark.,5 of 5,Aug 2 2021

[pki[pk'poi [o [po ]o ] o[ o[ k;poj';op op[ [ uyuioyiuyuiyoiyiy98y9y9oy9p8yp9;oiiup8up0,1 of 5,Jul 30 2021

Outlook ist für mich ein Tool in dem ein Großteil meiner Kommunikationskanäle aufläuft. Die Integration von HubSpot in Outlook hilft mir dabei nicht mehrere Orte des Fokus schaffen zu müssen und zwischen Systemen hin und her zu springen und dabei Ablenkung zu erzeugen.,4 of 5,Jul 30 2021

Outlook works well for what we do as a business. Outlook 365'has taken some getting used to. Hub spot so far has been awesome.,4 of 5,Jul 29 2021

Outlook is out email server and if I have full integration it makes my emails sooooo slow that I have to wait to start typing an emails o that HubSpot can catch up. I've looked through the resources and apparently it's a new mac thing which seems a but outdated from such a powerful global crm.,1 of 5,Jul 29 2021

Terrible support and unable to use the plugin in Mac........................,1 of 5,Jul 28 2021

Die Zuverlässigkeit ist sehr gut. Es fehlen noch einige Funktionen. Z.B. dass ich auch den Posteingang per Klick protokollieren kann und nicht dafür die forward Adresse eingeben muss. Dass die kürzlichen Aktivitäten und die fälligen Aufgaben sich nicht zur passenden Email Adresse synchronisieren. Sprich ich rufe eine Email auf und sehe die passenden Aktivitäten und Aufgaben.,3 of 5,Jul 27 2021

IMPORTANT Features for us. please improve and at least spend few hours to help us the first time clients to get familiar with your Sales CRM tool if not what is the use of having all the features which we don't understand and use in other hand Zoom info kind of tools provide supporting dedicated support for first 4 to 8 weeks.,1 of 5,Jul 27 2021

Outlook works fine HubSpot integration is fine. Have not experienced any significant issues.,4 of 5,Jul 27 2021

.............................................................................................,3 of 5,Jul 27 2021

The tool is simple to use however it does not allow for linking emails to the customer profile in HubSpot unless a copy is sent to the client. Ideally we would like to be able to also link internal conversations to company/deal profiles as needed.,4 of 5,Jul 27 2021

Still getting used to putting all my info and contacts in to properly use the CRM,4 of 5,Jul 27 2021

Outlook is great but the HubSpot plug in is slowing it down a lot. This is a problem!,2 of 5,Jul 27 2021

Not really impressive kind of hard to use sometimes. I think Outlook should change MacOS and make it much easier to use,1 of 5,Jul 27 2021

Fast and intuitive the user doesn't need to remember to send emails because the communication channel is inside of the ticket.,5 of 5,Jul 26 2021

Es demasiado complicado esta integración y no es nada amigable como si lo es con gmail,1 of 5,Jul 26 2021

Au vu de ma configuration il m'est impossible d'utiliser l'extension HubSpot.,1 of 5,Jul 26 2021

Outlook and HubSpot works really well and I'm using OWA for Outlook. The ease of clicking exactly what you need captured with HubSpot integration is fantastic and works perfectly each time,5 of 5,Jul 26 2021

Me permite hacer muchas cosas con los emails. Me ha ahorrado mucho tiempo en tareas con los emails. HubSpot para Outlook me permite hacer cosas que no puedo sólo con Outlook pero es frustrante que me pida los datos de acceso cada vez que reinicio el pc aunque marque la casilla de mantenerme conectado. ¿Es un fallo de la app?,5 of 5,Jul 26 2021

It works well so far similar to Dynamics and I am sure other CRM programs.,4 of 5,Jul 26 2021

Most of the issues I have are with the current version of Outlook for Mac. This is really not an issue with HubSpot per se. However the HubSpot integration with Outlook is spotty with performance degradation as the host Outlook application and the HubSpot plug-in try to connect to their respective servers.,2 of 5,Jul 22 2021

Es una herramienta muy útil para nosotros porque brinda la opción de poder acceder al correo vía web desde cualquier lugar,5 of 5,Jul 22 2021

This plugin works great I really have no complaints. I would have given it a perfect rating if it wasn't for this: My suggestion: When using 2 different email addresses on outlook - the HubSpot app tracks all mails sent from both accounts because I can only sign in to one account at a time. It would be wonderful if we were able to sign into multiple accounts simultaneously. Also - if it were able to only track the emails from one of the accounts instead of all accounts on outlook. I hope this makes sense. Other than that - what an amazing tool well done guys! I love it and will recommend it to anyone who asks. I also create wordpress sites for clients and this is my go-to plugin for CRM.,4 of 5,Jul 20 2021

Pretty good but there are some shortcomings. Like why you force me to write 75 words.,4 of 5,Jul 20 2021

HubSpot requires meeting location integration and meeting acceptance details,3 of 5,Jul 20 2021

Very well. It serves its purpose and collaborates well across Microsoft programs.,4 of 5,Jul 19 2021

We aren't a sales call center or so. Many of the emails are of a general nature or involve in-depth solutions for a particular case. There are emails worth saving and those that aren't. When someone I email 10 times a day are all put into the CRM it makes finding the conversation or information like finding a needle in a haystack. I wanted to upgrade 4 users but lacking the freedome for email control busts the need.,1 of 5,Jul 17 2021

Not having the ability to automatically create video/audio calls with teams causes me a lot of duplicated work; I have to create another event organically in Teams and send to team/cohort members. With Calendly I'm able to use the scheduling feature that includes Microsoft Teams. I will continue to use Calendly,2 of 5,Jul 16 2021

This is the biggest source of complaint from my HubSpot users. The integration is incredibly buggy and inconsistent. Furthermore HubSpot staff cannot resolve and refer us over to our email provider which is just a fob off as they can't help,1 of 5,Jul 15 2021

Great - terrific - excellent - happy - simple - easy - fun - crazy - abe -,5 of 5,Jul 13 2021

The issue I have is that the clunky implementation of the login into hubstpot from the outlook login I have had to log in multiple times. As this cnanot be performed with a password manager the process is annoying and clunky. Log in should be persisten. Login should also be linked to Outlook profiles and even better to the account email is sent from becuse if I mix my emails between different accounts and for different purposes I do not want to have to remember to either swith tracking on or off.,3 of 5,Jul 13 2021

My outlook integration is not working and support has been communicating with me for weeks. I receive no emails into HubSpot and it is very frustrating,1 of 5,Jul 12 2021

Outlook is ok but the integration with HubSpot needs to be upgraded in such a way that whenever you hover on one new contact outlook should show and record contact into your contact list and relate it with the email . When you search outlook you should find all pipelines companies and names in HubSpot directly from outlook page and on the right side of the page i want to see the HubSpot information about the company and contacts on the side .,3 of 5,Jul 12 2021

I love using outlook but HubSpot doesn't sync with Outlook 365 through Godaddy which is dissappointing. I would like everything to be in one place but HubSpot isn't as simple to use for email replys and it's difficult to find the forwarding BCC email address in order to add an email to a contact,1 of 5,Jul 12 2021

the tracking doesnt always work properly and it registers a message as "opened" when you open your own message,5 of 5,Jul 12 2021

Automates process and saves valuable time. Data is immediately updated to HubSpot where it is available and accessible within the team.,5 of 5,Jul 10 2021

Me ayuda a darle continuidad a los correos enviados de esta manera existe un control de la parte de nosotros,4 of 5,Jul 9 2021

I appreciate the "add contact" feature within the new email window. I also appreciate that the email is automatically synced to the contact's record in HubSpot when you send an email. However an additional button to "sync" or "archive" an email you receive from a contact would be immensely helpful in tracking all communications (not just those you send out). Other CRMS have a similar functionality like SugarCRM "archive to sugar" where you select an email click archive and then Sugar attempts to identify the contact or business record associated by the email address. You can confirm (check or uncheck records) and then click archive. The message will then be associated with that record. Hopefully this is something that can be done in the future with HubSpot as currently I have to forward emails to the HubSpot email in the bcc and then manually associate it with the contact and deassociate it with my own email address.,3 of 5,Jul 8 2021

We are on Mac's so generally the functionality of Outlook for Mac is less than Windows but we live with it. One source of frustration is when we enter a contact in to HubSpot their email and contact info does not come over to Outlook. We have installed and re-installed the connector but same results. Pretty frustrating.,2 of 5,Jul 8 2021

HubSpot integration for Outlook 365 using on MacOS Outlook client works not very well. There are some bugs and errors that are not observed in the add-in for Windows. In fact I don't use this add-in due to this problems.,2 of 5,Jul 8 2021

The HubSpot plug-in takes up too much space and can't be resized. It blocks Grammarly or other plug-ins and often loses a connection.,2 of 5,Jul 7 2021

The integration between Outlook and HubSpot was one of the reasons we purchased HubSpot. This feature has not disappointed.,5 of 5,Jul 7 2021

No pudimos utilizarlo por la integración con MAC hable con un experto y quedaron de contactarme alguien de servicio técnico pero no ha sucedido,1 of 5,Jul 6 2021

El seguimiento es oportuno dándole una funcionalidad muy practica al que no sabe lo esta usando ya que todas las notificaciones te llegan.,5 of 5,Jul 6 2021

Es funcional solo que el unico tema que tengo como "problema" es que no se puede enviar un correo a otro destinatario ya que se crea otro contacto en automatico,3 of 5,Jul 6 2021

Outlook is great HubSpot is great Outlook + HubSpot is a pain. The plug in has no consistency and needs to be switched back on the pixel takes ages to drop into the email and if you start typing before it renders you'll find your cursor jumping around and worst of all there is no integration with Team via the Calendar or otherwise.,2 of 5,Jul 6 2021

- Unable to send sequences to multiple recipients (can't even cc/bcc) - Unable to attach a document - must 'insert' through HubSpot this is incredibly time consuming - Add in causes Outlook to crash,2 of 5,Jul 6 2021

Actuellement une véritable catastrophe pour de nombreux plugin. La gestion boite mail partagée n'intégre pas le suivi HubSpot,2 of 5,Jul 6 2021

No problem with Outlook. Having to filter and delete HubSpot's unassigned contacts is the clutter.,1 of 5,Jul 6 2021

I find it clucky and I can't understand why I can't use it in the browser version of outlook? The desktop application is not intuitive or visually nice to use.,1 of 5,Jul 5 2021

Outlook is fine but I cannot get the HubSpot integration to work. The set up is too complicated.,1 of 5,Jul 3 2021

muy bien par estrattegia de mailling y seguimiento con los prospectos y clientes,5 of 5,Jul 3 2021

I had to uninstall the add-on as it was slowing down everything in outlook.,1 of 5,Jul 3 2021

Hasta el momento estamos en etapa de ambientación con la herramienta para aprender su manejo y llegar a ser mas experto con HubSpot,4 of 5,Jul 1 2021

Works great I wish that HubSpot had better "reporting" options to share who was contacted with my team.,5 of 5,Jul 1 2021

Missing some of the features from Gmail and is a shame that it doesn't support Mac Desktop.,3 of 5,Jul 1 2021

We were using Zendesk for our CRM which was easy enough to use. Templates notes etc were at the ready for us. When HubSpot replaced our Zendesk most of our notes and phone numbers and even emails disappeared.,2 of 5,Jul 1 2021

Excellent keeps things at our fingertips and organized. Like the way it organizes our emails and communications.,4 of 5,Jun 30 2021

I only have the free version. Would like to know what other versions are available so I can really get started. The person I was working with Chantae Sheetz was not responsive and did nothing to help me.,2 of 5,Jun 29 2021

After installing the HubSpot plug-in for Outlook all of my new/unread emails are showing up as read. There are no resources available to free users. I can't even begin to tell you how frustrating and time consuming it is to see my inbox showing up as unread when I haven't read a single one. My outlook settings are not set to have reading panes or previews so there is nothing on my end. This only started after installing the HubSpot plug-in.,1 of 5,Jun 29 2021

I wish it worked in Mac iOS. Unfortunately it appears as if it does not. Too bad I have used it previously with great effectiveness!,1 of 5,Jun 29 2021

Outlook funciona bien pero no supe integrar HubSpot. Es muy complicado no acepta mis claves,1 of 5,Jun 29 2021

Fue muy fácil de enlazar e implementar Outlook con HubSpot eso me permite tener sincronizada mi agenda con mi plan de ventas,5 of 5,Jun 29 2021

HubSpot simply doesn't work. I have attempted to install your software and add-ons to my system and there just don't work,1 of 5,Jun 28 2021

La herramienta es muy completa hay que practicar y practicar para lograr entender bien su funcionamiento. Desde que configuré el Outlook  se bloquea en algunas tareas.,2 of 5,Jun 28 2021

The calendar functionality only works with exchange or an integrated Google IMAP that integrates the calendar. But if you are using MSFT 365 consumer with imap set-up on your desktop only the calendar integration will not function. If you set-up an outlook.com email in office 365 and add it to your imap email on your desktop or access it online then it will work.,2 of 5,Jun 25 2021

Outlook works great. But HubSpot looks complex for what we need. Too many fields we don't need and don't know how to change these. Also synchronisation between outlook and HubSpot has to be done everytime I open the computer,3 of 5,Jun 25 2021

As you might know Outlook storage is limited. Many CRMs offer the following functionality: Once Outlook letter is processed (added to Portal/CRM system or sent from Portal/CRM system) the same corresponding letter gets deleted from Outlook mailbox. Check out OTRS functionality for example. So basically that would be really helpful if you could add this feature to your Outlook integration. If HubSpot will be able to delete processed letters from Outlook mailboxes that should really help us your customers.,3 of 5,Jun 25 2021

It has made keeping track of contact much easier. Follow up is also much easier as one is alerted to tasks as well,5 of 5,Jun 25 2021

Outlook works just fine the HubSpot plug-in doesn't work at all. Causes frequent latency and Outlook crashes. A known issue with no solution.,1 of 5,Jun 24 2021

working well - HubSpot has enhanced the email experience between myself and members. I can see how many times an important email I sent was opened and helps me better gauge my contact efforts with members. It also helpful to quickly retrieve this information to give to my team and management for a meeting and also helpful when other people on my team can easily go to the service ticket and see my correspondence with members.,5 of 5,Jun 24 2021

funciona bien y me apoyo en el para el envío y recepción de la información de todo tipo en mi trabajo me ayuda a estar cerca de todas las situaciones que pasan en mi trabajo y empresa.,4 of 5,Jun 23 2021

Funciona super bem e interliga tudo ao outlook facilitando a comunicação e acesso de outras pessoas para saberem o andamento do lead.,5 of 5,Jun 23 2021

Still crucial in communication with customers and prospects. Offerings are shared with customers via email,1 of 5,Jun 23 2021

Outlook is great HubSpot for Outlook is trash. Loads half the time has no tickets or service desk functionality at all.,1 of 5,Jun 23 2021

I love Outlook and I was very excited to adopt HubSpot because we were told that it was able to integrate with Outlook which is one of the major reasons we chose to go with HubSpot as a CRM. However after purchasing HubSpot we found that the handy HubSpot tool that is present for personal email accounts does not show up for a shared inbox. Rendering that integration nearly useless for our purposes. After hours of tech calls we now have to decide to either use the "Conversations" feature in HubSpot as our communication tool exclusively or continue using Outlook the way we have been but without using the HubSpot integration tool. My understanding is that the issue is on Microsoft's end rather than HubSpot's but we should have been informed of this right away. Deeply disappointing.,1 of 5,Jun 22 2021

Es una herrmaienta apropiada según su diseño No tengo comentarios de relevancia. No la he comparado con herramientas similares,3 of 5,Jun 22 2021

I migrated some weeks ago from Gmail to Outlook. The integration with Gmail is seamless and using on a day to day basis is easier. If you just copy what you did with Gmail it'd be great!,2 of 5,Jun 21 2021

I have used Outlook for many years and it works well. The integration with HubSpot is very good.,5 of 5,Dec 8 2021

Je connais et j'utilise Outlook depuis très longtemps. Je tiens à garder ce programme.,2 of 5,Dec 7 2021

Works well though prefer gsuit overall because integrates better. But I use outlook for all of my emails and it seems to work fine and I like the HubSpot tab. I like being able to track emails and also use templates for all of my various emails related to my customers.,4 of 5,Dec 7 2021

Could be vastly improved. Every day when we come into work we have to open Outlook and then remember to open the HubSpot Sales Add-In. You then have to pin open the add-in every day and then click to log the email. By comparison Gmail opened automatically and would track unless you said otherwise which was much more efficient.,2 of 5,Dec 7 2021

Muito legal a funcionalidade de registrar interação no CRM do outlook porém a funcionalidade registra todos os contatos em cópia do e-mail que muitas vezes não são clientes seria excelente se fosse possível escolher a qual e-mail associar os registros e não associar em todos em cópia pois isso acaba sujando a base.,3 of 5,Dec 6 2021

Our company want the mails to track automatically without manually clicking on the subsport extension all the time. I am really suprised you havnt fix or prioritized this earlier there must have been other customers pointing out this issue.,1 of 5,Dec 6 2021

Outlook rocks - HubSpot plug in is not great. Use it for the convenience as that outweighs the inconveniences,3 of 5,Dec 6 2021

layout/formatting geht verloren ..........................................................,2 of 5,Dec 5 2021

Outlook hat leider keine geminsam nutzbare Kontaktbasis oder die Möglichkeit mails zuzuordnen. das gleicht HubSpot teils aus,3 of 5,Dec 3 2021

Encuentro el servicio Malo porque no he encontrado su correcta conexión con HubSpot,2 of 5,Dec 2 2021

Nada do que eu pretendia fazer com a integração está funcionando. E principalmente a parte de criar link automático de reunião agendada me causa um grande transtorno.,2 of 5,Dec 2 2021

Encuentro muy útil la integración sin embargo no es tan amigable ni intuitiva. Hay correos que no ha monitoreo a pesar de activar esa opción. Los correos que envió desde marketing los veo solo en HubSpot no en Outlook cosa que es necesaria puesto que quiero trabajar con esos correos desde Outlook.,3 of 5,Dec 2 2021

really good as it is easy of use. i dont see me using out mail systems for daily use,4 of 5,Dec 2 2021

There seems to be a lot of functionality with both Gmail and Outlook 365 but very little to none with Outlook Exchange which seems to still be in the beta version and with so many different workarounds involved to get the most basic of functionality,3 of 5,Dec 1 2021

I recently connected my outlook to HubSpot however; nothing is tracking. No conversation history no email logs etc. Its essentially useless at this time,1 of 5,Dec 1 2021

The Outlook side panel in HubSpot has limited functionality especially when compared with the similar function for the Salesforce side panel. You are not able to directly attach emails to a contact record or associate with an opportunity or other related item.,2 of 5,Nov 30 2021

Outlook works well for me enabling my thre edifferent work emails to be shown in one program,5 of 5,Nov 30 2021

Really wish Outlook had a way for Teams to connect with HubSpot meetings easily so that I could create meetings in HubSpot and have it sent to the right people and with a team meeting link automatically created. Gmail is so much better with HubSpot but unfortunately stuck with MS for now.,1 of 5,Nov 30 2021

Outlook is working ok. On the other hand (not that you are asking about it) but HubSpot add-on is making Outlook fail sometimes the sidebar seems to be full of bugs email texts are appearing behind the sidebar with me not being able to see the rest of the text if not shutting the addon down. Although this does happen only when my other addon "Grammarly" is enabled".,3 of 5,Nov 29 2021

Outlook is working well for client facing emails. It's a easy way to manage inbound.,2 of 5,Nov 29 2021

Still not a clean integration to capture emails to prospects. Sometimes it works and other times it doesn't. I have to waste time searching for instruction on how to connect HubSpot to Office 365.,2 of 5,Nov 24 2021

I have to log in with a security code every single day. It opens in Internet Explorer 11 which is not supported. Your tech people could not fix this.,1 of 5,Nov 24 2021

outlook + HubSpot is working very well. i like how it syncs emails to HubSpot,5 of 5,Nov 23 2021

Ha funcionado bien y me ayuda en lo que necesito para mis actividades de cada día,5 of 5,Nov 23 2021

How well is Outlook working for you - guess you mean the HubSpot add-in? Not at all - useless crashes Outlook repeatedly and cannot be used at all. Has to be disabled.,1 of 5,Nov 23 2021

sim - muito bom vamos continuar a usar a ferramenta desta fora proposta atrelado ao hub,4 of 5,Nov 23 2021

yes very good it helps to sync all devices and keep a very clean communication,2 of 5,Nov 23 2021

I have not received any the notifications I set up in HubSpot to notify me in outlook.,1 of 5,Nov 22 2021

Outlook works well now that I've disabled HubSpot. Have not had a great experience with HubSpot enabled.,2 of 5,Nov 22 2021

Pas intuitif. Information disséminée. Impossible de tracer une conversation retrouver une demande...,1 of 5,Nov 22 2021

trcyuhjnkmlihtrttyuijokiuyt6rfygygyufyufyfyufuyf fufuuyfuyfuyfyu uy f uyf uyfuyf uyfuyfu,1 of 5,Nov 19 2021

HubSpot integration with Outlook has been a gamechanger for my business. Now I can initiate emails out of HubSpot and use Outlook to follow on while HubSpot continues to track each of the exchanges. It is helping me transition from excel spreadsheets and Outlook to a more singular CRM system which is HubSpot. I am currently using the free plan and while most CRM free versions do not include Outlook integration HubSpot does. This is the single most useful feature for me and I am grateful to HubSpot for providing this great service to me for free as I work hard to grow my business. Thank you!,5 of 5,Nov 18 2021

HubSpot window pop open on every single email and slow other addons that are essential for me.,2 of 5,Nov 18 2021

